,Status of existing checking account,Duration in months,Credit history,Purpose,Credit amount,Savings account/bonds,Present employment since,Installment rate in percentage of disposable income,Personal status and sex,Other debtors / guarantors,Present residence since,Property,Age in years,Other installment plans,Housing,Number of existing credits at this bank,Job,Number of people being liable to provide maintenance for,Telephone,Foreign worker,Credit risk,Number of Accounts
388,0_to_200_dm,15,critical_account,business,2326,500_to_1000_dm,1_4_years,2,male_single,none,4,car_or_other,27,bank,own,1,skilled_employee,1,none,yes,0,1
389,no_checking_account,9,existing_credits_paid_back_till_now,business,1449,less_than_100_dm,4_7_years,3,female_divorced_separated_married,none,2,car_or_other,27,none,own,2,skilled_employee,1,none,yes,0,1
390,no_checking_account,18,existing_credits_paid_back_till_now,car_new,1820,less_than_100_dm,1_4_years,2,male_married_widowed,none,2,savings_agreement_life_insurance,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
391,0_to_200_dm,12,existing_credits_paid_back_till_now,furniture_equipment,983,greater_than_1000_dm,0_1_year,1,female_divorced_separated_married,none,4,real_estate,19,none,rent,1,unskilled_resident,1,none,yes,0,1
392,less_than_0_dm,36,existing_credits_paid_back_till_now,car_new,3249,less_than_100_dm,4_7_years,2,male_single,none,4,unknown_or_no_property,39,bank,for_free,1,management_self_employed_highly_qualified,2,yes,yes,0,1
393,less_than_0_dm,6,critical_account,radio_television,1957,less_than_100_dm,4_7_years,1,female_divorced_separated_married,none,4,car_or_other,31,none,own,1,skilled_employee,1,none,yes,0,1
394,no_checking_account,9,critical_account,furniture_equipment,2406,less_than_100_dm,unemployed,2,male_single,none,3,car_or_other,31,none,own,1,management_self_employed_highly_qualified,1,none,yes,0,1
395,0_to_200_dm,39,delay_in_past,education,11760,100_to_500_dm,4_7_years,2,male_single,none,3,unknown_or_no_property,32,none,rent,1,skilled_employee,1,yes,yes,0,1
396,less_than_0_dm,12,existing_credits_paid_back_till_now,furniture_equipment,2578,less_than_100_dm,unemployed,3,female_divorced_separated_married,none,4,unknown_or_no_property,55,none,for_free,1,management_self_employed_highly_qualified,1,none,yes,0,1
397,less_than_0_dm,36,critical_account,furniture_equipment,2348,less_than_100_dm,1_4_years,3,male_married_widowed,none,2,savings_agreement_life_insurance,46,none,own,2,skilled_employee,1,yes,yes,0,1
398,0_to_200_dm,12,existing_credits_paid_back_till_now,car_new,1223,less_than_100_dm,7_more_years,1,male_divorced_separated,none,1,real_estate,46,none,rent,2,skilled_employee,1,none,yes,1,2
399,no_checking_account,24,critical_account,radio_television,1516,greater_than_1000_dm,1_4_years,4,female_divorced_separated_married,none,1,real_estate,43,none,own,2,unskilled_resident,1,none,yes,0,1
400,no_checking_account,18,existing_credits_paid_back_till_now,radio_television,1473,less_than_100_dm,0_1_year,3,male_married_widowed,none,4,real_estate,39,none,own,1,skilled_employee,1,yes,yes,0,1
401,0_to_200_dm,18,critical_account,business,1887,unknown_or_no_savings_account,1_4_years,4,male_married_widowed,none,4,real_estate,28,bank,own,2,skilled_employee,1,none,yes,0,1
402,no_checking_account,24,delay_in_past,business,8648,less_than_100_dm,0_1_year,2,male_single,none,2,car_or_other,27,bank,own,2,skilled_employee,1,yes,yes,1,2
403,no_checking_account,14,delay_in_past,car_new,802,less_than_100_dm,1_4_years,4,male_single,none,2,car_or_other,27,none,own,2,unskilled_resident,1,none,yes,0,1
404,0_to_200_dm,18,delay_in_past,car_new,2899,unknown_or_no_savings_account,7_more_years,4,male_single,none,4,car_or_other,43,none,own,1,skilled_employee,2,none,yes,0,1
405,0_to_200_dm,24,existing_credits_paid_back_till_now,radio_television,2039,less_than_100_dm,0_1_year,1,male_married_widowed,none,1,savings_agreement_life_insurance,22,none,own,1,skilled_employee,1,yes,yes,1,2
406,no_checking_account,24,critical_account,car_used,2197,unknown_or_no_savings_account,4_7_years,4,male_single,none,4,car_or_other,43,none,own,2,skilled_employee,2,yes,yes,0,1
407,less_than_0_dm,15,existing_credits_paid_back_till_now,radio_television,1053,less_than_100_dm,0_1_year,4,male_married_widowed,none,2,real_estate,27,none,own,1,skilled_employee,1,none,no,0,1
408,no_checking_account,24,existing_credits_paid_back_till_now,radio_television,3235,500_to_1000_dm,7_more_years,3,male_divorced_separated,none,2,car_or_other,26,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
409,greater_than_200_dm,12,critical_account,car_new,939,500_to_1000_dm,4_7_years,4,male_married_widowed,none,2,real_estate,28,none,own,3,skilled_employee,1,yes,yes,1,2
410,0_to_200_dm,24,existing_credits_paid_back_till_now,radio_television,1967,less_than_100_dm,7_more_years,4,female_divorced_separated_married,none,4,car_or_other,20,none,own,1,skilled_employee,1,yes,yes,0,1
411,no_checking_account,33,critical_account,car_used,7253,less_than_100_dm,4_7_years,3,male_single,none,2,car_or_other,35,none,own,2,management_self_employed_highly_qualified,1,yes,yes,0,1
412,no_checking_account,12,critical_account,business,2292,less_than_100_dm,unemployed,4,male_single,none,2,car_or_other,42,stores,own,2,management_self_employed_highly_qualified,1,yes,yes,1,2
413,no_checking_account,10,existing_credits_paid_back_till_now,car_new,1597,500_to_1000_dm,1_4_years,3,male_single,none,2,unknown_or_no_property,40,none,rent,1,unskilled_resident,2,none,no,0,1
414,less_than_0_dm,24,existing_credits_paid_back_till_now,car_new,1381,unknown_or_no_savings_account,1_4_years,4,female_divorced_separated_married,none,2,savings_agreement_life_insurance,35,none,own,1,skilled_employee,1,none,yes,1,2
415,no_checking_account,36,critical_account,car_used,5842,less_than_100_dm,7_more_years,2,male_single,none,2,savings_agreement_life_insurance,35,none,own,2,skilled_employee,2,yes,yes,0,1
416,less_than_0_dm,12,existing_credits_paid_back_till_now,car_new,2579,less_than_100_dm,0_1_year,4,male_single,none,1,real_estate,33,none,own,1,unskilled_resident,2,none,yes,1,2
417,less_than_0_dm,18,delay_in_past,education,8471,unknown_or_no_savings_account,1_4_years,1,female_divorced_separated_married,none,2,car_or_other,23,none,rent,2,skilled_employee,1,yes,yes,0,1
418,no_checking_account,21,existing_credits_paid_back_till_now,car_new,2782,500_to_1000_dm,4_7_years,1,female_divorced_separated_married,none,2,car_or_other,31,bank,own,1,management_self_employed_highly_qualified,1,none,yes,0,1
419,0_to_200_dm,18,existing_credits_paid_back_till_now,car_new,1042,unknown_or_no_savings_account,1_4_years,4,female_divorced_separated_married,none,2,savings_agreement_life_insurance,33,none,own,1,skilled_employee,1,none,yes,1,2
420,no_checking_account,15,existing_credits_paid_back_till_now,car_new,3186,greater_than_1000_dm,4_7_years,2,female_divorced_separated_married,none,3,car_or_other,20,none,rent,1,skilled_employee,1,none,yes,0,1
421,0_to_200_dm,12,existing_credits_paid_back_till_now,car_used,2028,unknown_or_no_savings_account,1_4_years,4,male_single,none,2,car_or_other,30,none,own,1,skilled_employee,1,none,yes,0,1
422,0_to_200_dm,12,critical_account,car_new,958,less_than_100_dm,4_7_years,2,male_single,none,3,real_estate,47,none,own,2,unskilled_resident,2,none,yes,0,1
423,no_checking_account,21,delay_in_past,furniture_equipment,1591,100_to_500_dm,4_7_years,4,male_single,none,3,real_estate,34,none,own,2,management_self_employed_highly_qualified,1,none,yes,0,1
424,0_to_200_dm,12,existing_credits_paid_back_till_now,furniture_equipment,2762,unknown_or_no_savings_account,7_more_years,1,female_divorced_separated_married,none,2,savings_agreement_life_insurance,25,bank,own,1,skilled_employee,1,yes,yes,1,2
425,0_to_200_dm,18,existing_credits_paid_back_till_now,car_used,2779,less_than_100_dm,1_4_years,1,male_married_widowed,none,3,car_or_other,21,none,rent,1,skilled_employee,1,yes,yes,0,1
426,no_checking_account,28,critical_account,radio_television,2743,less_than_100_dm,7_more_years,4,male_single,none,2,car_or_other,29,none,own,2,skilled_employee,1,none,yes,0,1
427,no_checking_account,18,critical_account,radio_television,1149,greater_than_1000_dm,1_4_years,4,male_single,none,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0,1
428,no_checking_account,9,existing_credits_paid_back_till_now,furniture_equipment,1313,less_than_100_dm,7_more_years,1,male_single,none,4,car_or_other,20,none,own,1,skilled_employee,1,none,yes,0,1
429,less_than_0_dm,18,critical_account,repairs,1190,less_than_100_dm,unemployed,2,female_divorced_separated_married,none,4,unknown_or_no_property,55,none,for_free,3,unemployed_unskilled_non_resident,2,none,yes,1,2
430,no_checking_account,5,existing_credits_paid_back_till_now,business,3448,less_than_100_dm,4_7_years,1,male_single,none,4,real_estate,74,none,own,1,unskilled_resident,1,none,yes,0,1
431,0_to_200_dm,24,existing_credits_paid_back_till_now,others,11328,less_than_100_dm,1_4_years,2,male_single,co_applicant,3,car_or_other,29,bank,own,2,management_self_employed_highly_qualified,1,yes,yes,1,2
432,less_than_0_dm,6,critical_account,furniture_equipment,1872,less_than_100_dm,unemployed,4,male_single,none,4,unknown_or_no_property,36,none,for_free,3,management_self_employed_highly_qualified,1,yes,yes,0,1
433,no_checking_account,24,critical_account,repairs,2058,less_than_100_dm,1_4_years,4,male_divorced_separated,none,2,real_estate,33,none,own,2,skilled_employee,1,yes,yes,0,1
434,less_than_0_dm,9,existing_credits_paid_back_till_now,furniture_equipment,2136,less_than_100_dm,1_4_years,3,male_single,none,2,real_estate,25,none,own,1,skilled_employee,1,none,yes,0,1
435,0_to_200_dm,12,existing_credits_paid_back_till_now,radio_television,1484,unknown_or_no_savings_account,1_4_years,2,male_married_widowed,none,1,real_estate,25,none,own,1,skilled_employee,1,yes,yes,1,2
436,no_checking_account,6,existing_credits_paid_back_till_now,repairs,660,500_to_1000_dm,4_7_years,2,male_married_widowed,none,4,real_estate,23,none,rent,1,unskilled_resident,1,none,yes,0,1
437,no_checking_account,24,critical_account,car_new,1287,greater_than_1000_dm,7_more_years,4,female_divorced_separated_married,none,4,real_estate,37,none,own,2,skilled_employee,1,yes,yes,0,1
438,less_than_0_dm,42,critical_account,repairs,3394,less_than_100_dm,unemployed,4,male_single,co_applicant,4,car_or_other,65,none,own,2,unemployed_unskilled_non_resident,1,none,yes,0,1
439,greater_than_200_dm,12,all_credits_paid_back,business,609,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,1,real_estate,26,none,own,1,unemployed_unskilled_non_resident,1,none,yes,1,2
440,no_checking_account,12,existing_credits_paid_back_till_now,car_new,1884,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,39,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
441,less_than_0_dm,12,existing_credits_paid_back_till_now,furniture_equipment,1620,less_than_100_dm,1_4_years,2,female_divorced_separated_married,co_applicant,3,savings_agreement_life_insurance,30,none,own,1,skilled_employee,1,none,yes,0,1
442,0_to_200_dm,20,delay_in_past,others,2629,less_than_100_dm,1_4_years,2,male_single,none,3,car_or_other,29,bank,own,2,skilled_employee,1,yes,yes,0,1
443,no_checking_account,12,existing_credits_paid_back_till_now,education,719,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,41,bank,own,1,unskilled_resident,2,none,yes,1,2
444,0_to_200_dm,48,critical_account,furniture_equipment,5096,less_than_100_dm,1_4_years,2,female_divorced_separated_married,none,3,car_or_other,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,1,2
445,no_checking_account,9,critical_account,education,1244,unknown_or_no_savings_account,7_more_years,4,female_divorced_separated_married,none,4,savings_agreement_life_insurance,41,none,rent,2,unskilled_resident,1,none,yes,0,1
446,less_than_0_dm,36,existing_credits_paid_back_till_now,car_new,1842,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,4,car_or_other,34,none,own,1,skilled_employee,1,yes,yes,1,2
447,0_to_200_dm,7,existing_credits_paid_back_till_now,radio_television,2576,less_than_100_dm,1_4_years,2,male_single,guarantor,2,real_estate,35,none,own,1,skilled_employee,1,none,yes,0,1
448,greater_than_200_dm,12,existing_credits_paid_back_till_now,furniture_equipment,1424,unknown_or_no_savings_account,7_more_years,3,female_divorced_separated_married,none,4,real_estate,55,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
449,0_to_200_dm,15,delay_in_past,repairs,1512,greater_than_1000_dm,1_4_years,3,male_married_widowed,none,3,savings_agreement_life_insurance,61,stores,own,2,skilled_employee,1,none,yes,1,2
450,no_checking_account,36,critical_account,car_used,11054,unknown_or_no_savings_account,1_4_years,4,male_single,none,2,car_or_other,30,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
451,no_checking_account,6,existing_credits_paid_back_till_now,radio_television,518,less_than_100_dm,1_4_years,3,female_divorced_separated_married,none,1,real_estate,29,none,own,1,skilled_employee,1,none,yes,0,1
452,no_checking_account,12,no_credits_taken,furniture_equipment,2759,less_than_100_dm,7_more_years,2,male_single,none,4,savings_agreement_life_insurance,34,none,own,2,skilled_employee,1,none,yes,0,1
453,no_checking_account,24,existing_credits_paid_back_till_now,car_used,2670,less_than_100_dm,7_more_years,4,male_single,none,4,car_or_other,35,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
454,less_than_0_dm,24,existing_credits_paid_back_till_now,car_new,4817,less_than_100_dm,4_7_years,2,male_single,co_applicant,3,savings_agreement_life_insurance,31,none,own,1,skilled_employee,1,yes,yes,1,2
455,no_checking_account,24,existing_credits_paid_back_till_now,car_used,2679,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,1,unknown_or_no_property,29,none,own,1,management_self_employed_highly_qualified,1,yes,yes,0,1
456,less_than_0_dm,11,critical_account,car_new,3905,less_than_100_dm,1_4_years,2,male_single,none,2,real_estate,36,none,rent,2,skilled_employee,2,none,yes,0,1
457,less_than_0_dm,12,existing_credits_paid_back_till_now,car_used,3386,less_than_100_dm,7_more_years,3,male_single,none,4,unknown_or_no_property,35,none,for_free,1,skilled_employee,1,yes,yes,1,2
458,less_than_0_dm,6,existing_credits_paid_back_till_now,domestic_appliances,343,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,1,real_estate,27,none,own,1,skilled_employee,1,none,yes,0,1
459,no_checking_account,18,existing_credits_paid_back_till_now,radio_television,4594,less_than_100_dm,0_1_year,3,male_single,none,2,car_or_other,32,none,own,1,skilled_employee,1,yes,yes,0,1
460,less_than_0_dm,36,existing_credits_paid_back_till_now,furniture_equipment,3620,less_than_100_dm,1_4_years,1,male_single,guarantor,2,savings_agreement_life_insurance,37,none,own,1,skilled_employee,2,none,yes,0,1
461,less_than_0_dm,15,existing_credits_paid_back_till_now,car_new,1721,less_than_100_dm,0_1_year,2,male_single,none,3,real_estate,36,none,own,1,skilled_employee,1,none,yes,0,1
462,0_to_200_dm,12,existing_credits_paid_back_till_now,furniture_equipment,3017,less_than_100_dm,0_1_year,3,female_divorced_separated_married,none,1,real_estate,34,none,rent,1,management_self_employed_highly_qualified,1,none,yes,0,1
463,0_to_200_dm,12,existing_credits_paid_back_till_now,retraining,754,unknown_or_no_savings_account,7_more_years,4,male_single,none,4,savings_agreement_life_insurance,38,none,own,2,skilled_employee,1,none,yes,0,1
464,no_checking_account,18,existing_credits_paid_back_till_now,business,1950,less_than_100_dm,4_7_years,4,male_single,none,1,car_or_other,34,stores,own,2,skilled_employee,1,yes,yes,0,1
465,less_than_0_dm,24,existing_credits_paid_back_till_now,car_used,2924,less_than_100_dm,1_4_years,3,male_single,guarantor,4,unknown_or_no_property,63,bank,own,1,skilled_employee,2,yes,yes,0,1
466,less_than_0_dm,24,delay_in_past,radio_television,1659,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,2,car_or_other,29,none,rent,1,unskilled_resident,1,yes,yes,1,2
467,no_checking_account,48,delay_in_past,radio_television,7238,unknown_or_no_savings_account,7_more_years,3,male_single,none,3,car_or_other,32,bank,own,2,skilled_employee,2,none,yes,0,1
468,no_checking_account,33,delay_in_past,business,2764,less_than_100_dm,1_4_years,2,female_divorced_separated_married,none,2,car_or_other,26,none,own,2,skilled_employee,1,yes,yes,0,1
469,no_checking_account,24,delay_in_past,car_used,4679,less_than_100_dm,4_7_years,3,male_single,none,3,car_or_other,35,none,own,2,unskilled_resident,1,yes,yes,0,1
470,0_to_200_dm,24,existing_credits_paid_back_till_now,radio_television,3092,100_to_500_dm,0_1_year,3,male_married_widowed,none,2,car_or_other,22,none,rent,1,skilled_employee,1,yes,yes,1,2
471,less_than_0_dm,6,existing_credits_paid_back_till_now,education,448,less_than_100_dm,0_1_year,4,female_divorced_separated_married,none,4,savings_agreement_life_insurance,23,none,own,1,skilled_employee,1,none,yes,1,2
